Réseau Social,Class,Commentaire client,category,urgent
Linkedin,Messages positifs / remerciements,اتصالات الجزائر دائما السباقة في كل الميادين حضورها فعال وداعم.,positive,0
Instagram,Messages positifs / remerciements,شكرا @algerietelecom انا جد ممتنة كمنصة لهذا الحد من التقدير ، خاصة انكم تشجعون رقمنة كل المجالات 囹,positive,0
Instagram,Messages positifs / remerciements,كما نشكر اتصالات الجزائر على هاته التهنئة ولكم منا تحية تقدير لوصولكم أيضا 1مليون .عبر القطر الجزائري فمزيدا للتألق والازدهار لكل المجلات التي تخدم مجتمعنا ونسعى دائما نحو الرقي والتميز والانفرادية . شكرا مرة تانية,positive,0
Facebook,Messages positifs / remerciements,شكرا على حل مشكلتي في انقطاع خط هاتف والان رجع لي خط هاتف وانترنت شكرا على كل شيء,positive,0
Facebook,Messages positifs / remerciements,شكرا لكم..تبقى خاصية التوقيف المؤقت للاشتراك نرجوا إضافته.,positive,0
Facebook,Messages positifs / remerciements,حاجة مليحة بالتوفيق,positive,0
Facebook,Messages positifs / remerciements,في بعض الأحيان يتم توقيف الانترنت بسبب عدم تسديد فواتير الهاتف وعند تسديدها بواسطة البطاقة الذهبية لا تعود للخدمة حتى الذهاب للوكالة وإعادة تفعيلها يدويا، لذلك من المفروض تفعيلها آليا بمجرد دفع المستحقات..,suggestion,0
Facebook,Messages positifs / remerciements,.تبقى خاصية التوقيف المؤقت للاشتراك نرجوا إضافتها.,suggestion,0
Twitter,Messages positifs / remerciements,ميغسي لكم,positive,0
Facebook,Messages positifs / remerciements,Algérie Télécom - إتصالات الجزائر أنتم دائما تقدمون الأفضل,positive,0
Facebook,Messages positifs / remerciements,تقدمت بشكوى لمصالحكم صباح اليوم و اتصلتم بي على السادسة مساءا من أجل متابعة دراسة المشكل ,positive,0
Facebook,Messages positifs / remerciements,عندي اكثر من عامين لم ادخل الى مصلحتكم كل محتاجاتي اقضيها عبر فضاء الزبون,positive,0
Facebook,Messages positifs / remerciements,"طلبنا فيبر أوبتيك في العاصمة و زودتونا بيه وزدتو عطيتولنا مودام الخاص بلفيبر مجانا ماشاء الله بارك الله فيكم ❤️ الأنترنات سريعة جدا . ماشي كيما تاع بكري ADSL , راهي طير ❤️❤️❤️ شكرا جزيلا ❤️",positive,0
Facebook,Messages positifs / remerciements,ماشاء الله تم طلبي وبسرعة شكرا وفقكم الله,positive,0
Facebook,Messages positifs / remerciements,مشكورين على المعلومات القيمة,positive,0
Instagram,Messages positifs / remerciements,ان شاء الله يكون صح و تتحسن برك ,positive,0
Facebook,Messages positifs / remerciements,ريجال واقفون مشاءالله,positive,0
Facebook,Messages positifs / remerciements,دمتم ووفقكم الله إتصالات الجزائر دائما أقرب,positive,0
Facebook,Messages positifs / remerciements,بالتوفيق زملائي,positive,0
Facebook,Messages positifs / remerciements,شكرا على سرعة رد و تسهيل طريقة كلام مع مواطن ... نتمنى أن يكون العرض بقدر مستوى خدمتكم .,positive,0
Linkedin,Messages positifs / remerciements,موفقون للأفضل بإذن الله 爐 Algérie Télécom,positive,0
Facebook,Messages positifs / remerciements,Algérie Télécom - إتصالات الجزائر نحن ننتظركم بالتوفيق,positive,0
Twitter,Messages positifs / remerciements,الله يبارك ما شاء الله ...مزيد من التقدم والنجاح ,positive,0
Facebook,Messages positifs / remerciements,الله يبارك ، كل مرة فيه ♥,positive,0
Facebook,Messages positifs / remerciements,الله يوفقكم في خدمة الوطن والمواطن ,positive,0
Facebook,Messages positifs / remerciements,شكرا تم الرد علي من قبل والان نشكركم على تتبع تعليقاة الزبون,positive,0
Facebook,Messages positifs / remerciements,ليكيب ربي يقدركم ❤,positive,0
Linkedin,Messages positifs / remerciements,وفقكم الله وسدد خطاكم وانار دربكم يارب,positive,0
Facebook,Messages positifs / remerciements,الله يبارك إتصالات الجزائر دائما أقرب ورائدة، كل الشكر على قائمين ومساهمين في هذا النجاح وأخص بالذكر Abdelghani Boutarfa,positive,0
Facebook,Messages positifs / remerciements,كفاءة عالية الله يبارك,positive,0
Facebook,Messages positifs / remerciements,مزيد من النجاحات ان شاء,positive,0
Linkedin,Messages positifs / remerciements,اعانكم الله وسدد خطاكم لما فيه خير البلاد و العباد,positive,0
Facebook,Messages positifs / remerciements,ونرجو أن تعمم هذه المبادرة داخل الجامعات بالتعاون بين الهيئات الوصية وعقد ملتقيات وندوات ودورات تكوينية في هذا الإطار لتعم الفائدة بين جموع الطلبة والأساتذة,positive,0
Facebook,Messages positifs / remerciements,بالتوفيق و السداد للجميع,positive,0
Facebook,Messages positifs / remerciements,كل شيء على مايرام حمدلله تحياتي,positive,0
Facebook,Messages positifs / remerciements,شهادة لله... والله من تعليق قمت به اتصلوا بي مباشرة على مسنجر و حدثتهم عن المشكل بعدها بيومين اتصلو بي على هاتف الشخصي للاستفسار عن حل المشكل من عدمه... لكن اضن ان مشكلة ليست في اتصلات الجزائر و لكن في من يمثلها من موظفين في ولايات الوطن أين أصبحت اللا كفاءة هي مشكل الحقيقي,positive,0
Facebook,Messages positifs / remerciements,خدمة فالقمة يعطيكم الصحة ,positive,0
Linkedin,Messages positifs / remerciements,بفضل الحهود المتواصلة من طرف سيادة المدير العام و مرافقيه التقنين تتم النجحات وإنني أشجعكم، سيدي المدير العام، على مواصلة السير على هذا الطريق.,positive,0
Twitter,Messages positifs / remerciements,mabrok,positive,0
Facebook,Messages positifs / remerciements,Algérie Télécom - إتصالات الجزائر نشكركم على الرد والاستماع للانشغال كما نأمل ان يزول الخلل,positive,0
Instagram,Messages positifs / remerciements,Ya3tikom saha khirkom sbe9 ,positive,0
Facebook,Messages positifs / remerciements,شكرا لكم لاحضنا الكثير من الاهتمام اتصلو بي اكثر من مرة وتابعو انشغالي شكرا لكم على الاهتمام با زبون ومزيد من الانجازات شكرا للعمال الساهرين على مطالب المواطن,positive,0
Facebook,Messages positifs / remerciements,توقيت مناسب ، بالتوفيق لكم,positive,0
Instagram,Messages positifs / remerciements,مابيد يقلبو العروض ويرجعوها بالدوبل  واصلو يا اتصالات الجزائر懶懶,positive,0
Linkedin,Messages positifs / remerciements,Hmd mali dert la fibre thanit walat top,positive,0
Linkedin,Messages positifs / remerciements,كان المجالات الاخرى يحذو بحذو اتصلات الجزائر تسقم البلاد ،،، عندي كنكسيو مئة ميغا نضت صبح لقتها 200,positive,0
Facebook,Messages positifs / remerciements,بالتوفيق والسداد إن شاءالله,positive,0
Facebook,Messages positifs / remerciements,بارك الله فيكم منذ تنصيب المدير الجديد حفظه الله تغيرت المؤسسه الى الأفضل ربي يعاونكم,positive,0
Facebook,Messages positifs / remerciements,الله يبارك في مؤسستي إتصالات الجزائر سيدي الإتفافقيات تِلْو الإتفاقيات. النجاح و التألق لمؤسستي,positive,0
Facebook,Messages positifs / remerciements,و اخيرا بعد طول انتظار نثمن هذا القرار من وزارة تربية خاصة و نحن نشهد تطور متزايد في رقمنة القطاع فكان لا بد من هذه الاتفاقية التي نتمنى ان ترتقي إلى الأفضل و الاحسن,positive,0
Facebook,Messages positifs / remerciements,مبادرة طيبة,positive,0
Facebook,Messages positifs / remerciements,لكم كل الشكر والتقدير,positive,0
Facebook,Messages positifs / remerciements,بالتوفيق للجميع القأدم افضل بحول الله,positive,0
Facebook,Messages positifs / remerciements,ان شاء الله تعم عبر كافة التراب الوطني، وفقكم الله ,positive,0
Facebook,Messages positifs / remerciements,شكرا لكم..,positive,0
Instagram,Messages positifs / remerciements,تحسن ملحوظ في الخدمات ,positive,0
Facebook,Messages positifs / remerciements,شكرا لكم على مجهوداتكم,positive,0
Facebook,Messages positifs / remerciements,كان حلم واصبح حقيقة بسواعد ابناء بلدي الغالي دمتم في التألق و التقدم وننتظركم الى 10 مليون مشترك,positive,0
Facebook,Messages positifs / remerciements,الله يبارك و ما زال مكملين,positive,0
Facebook,Messages positifs / remerciements,بالتوفيق للجميع,positive,0
Facebook,Messages positifs / remerciements,طلعتونا débit ميغسي عليكم,positive,0
Youtube,Messages positifs / remerciements,Nchallah 20 million d'abonnés,positive,0
Youtube,Messages positifs / remerciements,فخورين جدا لما وصلتم له،مبارك لكم ونتمنى لكم المزيد من التقدم والنجاح فى حياتكم المهنية,positive,0
Facebook,Messages positifs / remerciements,تم حل المشكلة شكرا اتصالات الجزائر,positive,0
Facebook,Messages positifs / remerciements,صح رمضانكم شكرا على سرعة على تصليح الاعطال,positive,0
Facebook,Messages positifs / remerciements,مشكورين مزيد من التألق والنجاحات,positive,0
Facebook,Messages positifs / remerciements,شكرا جزيلا,positive,0
Facebook,Messages positifs / remerciements,مبادرة في القمة .ربي يقدركم,positive,0
Facebook,Messages positifs / remerciements,موفقين بإذن الله,positive,0
Youtube,Messages positifs / remerciements,ماشاءالله تبارك الله مليح,positive,0
Linkedin,Messages positifs / remerciements,دائما الأقرب,positive,0
Linkedin,Messages positifs / remerciements,وفقكم الله وسدد خطاكم ان شاء الله,positive,0
Facebook,Messages positifs / remerciements,بالتوفيق ,positive,0
Facebook,Messages positifs / remerciements,تبارك الله تدفق عالي مع الفايبر ماشاء الله,positive,0
Facebook,Messages positifs / remerciements,نهاية اسبوع طيبة و رمضانكم مبارك اتصالات الجزائر ,off-topic,0
Facebook,Messages positifs / remerciements,عندي ftth طلعتها .. و عطينوني 30 يوم باطل,positive,0
Facebook,Messages positifs / remerciements,نشكركم على هذه الالتفاتة الطيبة ...,positive,0
Facebook,Messages positifs / remerciements,عندي فيبر طلعتها online بعد دقائق فقط و فعلا استفدت من شهر مجانيشكرا لاتصالات الجزائر في انتظار تخفيض الاسعار و اظافة خاصية توقيف الانترنت المؤقت في التطبيق My Idoom,positive,0
Facebook,Messages positifs / remerciements,شكرا بتوفيق Algérie Télécom - إتصالات الجزائر ,positive,0
Facebook,Messages positifs / remerciements,نشجعكم دائما...شكرا,positive,0
Facebook,Messages positifs / remerciements,إتصالات الجزائر دائما أقرب صح رمضانكم,positive,0
Linkedin,Messages positifs / remerciements,ربي يسعدكم ويهنيكم,positive,0
Facebook,Messages positifs / remerciements,بالتوفيق لمثل هذه المبادرات الطيبة,positive,0
Instagram,Messages positifs / remerciements,إيدووم الخير❤️ ، في شهر الخير ,positive,0
Linkedin,Messages positifs / remerciements,في ميزان حسنات اهل المبادرة,positive,0
Linkedin,Messages positifs / remerciements,إتصالات الجزائر دائما أقرب ,positive,0
Facebook,Messages positifs / remerciements,مبادرة طيبة تشكرون عليها,positive,0
Facebook,Messages positifs / remerciements,الله يبارك ما شاء الله ربي يوفقك اكثر و اكثر ❤,positive,0
Linkedin,Messages positifs / remerciements,بالتوفيق للجميع.,positive,0
Linkedin,Messages positifs / remerciements,مبادرة طيبة في هذا الشهر الفضيل، ما شاءالله ❤️,positive,0
Youtube,Messages positifs / remerciements,مزيد من النجاح والتألق ❤,positive,0
Youtube,Messages positifs / remerciements,اتصالات الجزائر في القلب,positive,0
Linkedin,Messages positifs / remerciements,التوفيق والنجاح الدائم والقبول إنشاءالله,positive,0
Facebook,Messages positifs / remerciements,شكرا جزيلا لكم للوفائكم هدية 30 يوم بعد رفع تدفق,positive,0
Facebook,Messages positifs / remerciements,مزيد من النجاح بالتوفيق,positive,0
Facebook,Messages positifs / remerciements,سعدك يا فاعل الخير,positive,0
Linkedin,Messages positifs / remerciements,جزاكم الله خيرا ربي يوفقكم ويسعدكم جميعا 爐 Algérie Télécom ,positive,0
Youtube,Messages positifs / remerciements,نحن في اتصالات الجزائر في خدمة الوطن والمواطن بتفان وحرفية ❤,positive,0
Facebook,Messages positifs / remerciements,وفقكم الله وجزاكم كل الخيرلفتة راقية لقطاعكم Algérie Télécom - إتصالات الجزائرفي مواكبة الأعمال التشاركية مع تطلعات المواطن والوطن وفقكم الله وإتصالات الجزائر دائما أقرب,positive,0
Facebook,Messages positifs / remerciements,ماشاءالله عليكم ربي يحفضكم,positive,0
Facebook,Messages positifs / remerciements,مبادرة جيدة تؤكد على الأهمية التي توليها المؤسسة و عمالها للمحيط البيئي و كذا غرس هذه الثقافة في الجيل الصاعد.,positive,0
Facebook,Messages positifs / remerciements,السيد المدير العام,off-topic,0
Instagram,Messages positifs / remerciements,صح فطورك والله يوفق شركتنا الى ما هو افضل في قادم الايام,positive,0
Facebook,Messages positifs / remerciements,أفضل شركة اتصالات في الجزائر و الوطن العربي الف تحية لكم,positive,0
Linkedin,Messages positifs / remerciements,مبادرة جدد رائعة حقا...,positive,0
Linkedin,Messages positifs / remerciements,بورك فيكم وجعلها ربي في ميزان حسناتكم وحسنات والديكم يارب العالمين.,positive,0
Facebook,Messages positifs / remerciements,شكرا لكم على سرعة الخدمة,positive,0
Instagram,Messages positifs / remerciements,بارك الله فيكم ,positive,0
Facebook,Messages positifs / remerciements,بالتطور و الجدية نسترجع امجاد الاجداد,positive,0
Facebook,Messages positifs / remerciements,يعطيكم الصحة والعافية,positive,0
TikTok,Messages positifs / remerciements,bravo دايما أقرب,positive,0
Linkedin,Messages positifs / remerciements,عمل رائع وممتاز مشكورين على المبادرة,positive,0
Facebook,Messages positifs / remerciements,كل الشكر والتقدير لإتصالات الجزائر,positive,0
Facebook,Messages positifs / remerciements,cnx hayla ma3labalich wa3lach t9olo 3yana,positive,0
Linkedin,Messages positifs / remerciements,جزاكم الله كل خير وبركة واحسن إليكم وجعلها الله في ميزان حسناتكم وحسنات والديكم يارب العالمين.,positive,0
Linkedin,Messages positifs / remerciements,"Bravoo Algérie Télécom - إتصالات الجزائر inchalah rabi yatkabal, Salutations à tout les collègues AT. ",positive,0
Facebook,Messages positifs / remerciements,ربي يوفقك ويجزيكم كل خير,positive,0
Facebook,Messages positifs / remerciements,Algérie Télécom - إتصالات الجزائر شكرا نتمنى تحسن إتصالات الجزائر في خدمة المواطن,positive,0
Facebook,Messages positifs / remerciements,إتصالات الجزائر دائما الأفضل للزبون ,positive,0
Facebook,Messages positifs / remerciements,هذا التطور الي نريده,positive,0
Facebook,Messages positifs / remerciements,مشكورين يعطيكم الصحة,positive,0
Facebook,Messages positifs / remerciements,والله يبارك اتصالا ت الجزائر في تحسن,positive,0
Linkedin,Messages positifs / remerciements,عمل رائع وقمة في العطاء شكرا اتصالات الجزائر انت فخر,positive,0
Facebook,Messages positifs / remerciements,شكرا جزيلا لكم و عيدكم مبارك و كل عام و الديبي طالع,positive,0
Facebook,Messages positifs / remerciements,نحن نشكر إتصلات الجزائر التي تقدم لنا خدمة ممتازة جدا من ناحية الخدمة في ألياف بصرية شكرًا ،عيدكم مبارك وكل عام وأنتم بخير,positive,0
Instagram,Messages positifs / remerciements,خدامين ربي يبارك تريڤلات الحالة عندكم,positive,0
Facebook,Messages positifs / remerciements,تهلاونا فالاسعار adsl Fibre,suggestion,0
Facebook,Messages positifs / remerciements,شكرا اتصالات الجزائر، دائما بالمفاجات والأفراح والتخفيضات و الجديد ، اتمنى لكم عيد الأفراح لكم ولنا جميعا ،دائما اقرب للمواطن وخدمة للاقتصاد الوطني...شكرا.,positive,0
Facebook,Messages positifs / remerciements,خاصية الدفع الالكتروني سهلت علينا كثير من الامور شكرا اتصالات الجزائر على الBONUS و كل عام و انتم اقرب ,positive,0
Facebook,Messages positifs / remerciements,شكرا لكم على التدفق و المفاجأة,positive,0
Facebook,Messages positifs / remerciements,شكر إتصالات الجزائر على عروض وخدمات اللتي تقديمها أيام عيد وصح عيدكم وكل عام وأنتم بألف خير,positive,0
Facebook,Messages positifs / remerciements,لمسه شبابيه ملحوظه.بالتوفيق,positive,0
Instagram,Messages positifs / remerciements,جربنا طلعت 50 ميڨا ,positive,0
Facebook,Messages positifs / remerciements,بصحتنا كادو ✨,positive,0
Facebook,Messages positifs / remerciements,شكرا جزيلا، هدية رائع,positive,0
Facebook,Messages positifs / remerciements,نشكركم و مزيد من التألق,positive,0
Facebook,Messages positifs / remerciements,من 300 طلعت ل 490 ربي يبارك ❤️,positive,0
Facebook,Messages positifs / remerciements,هايلة مخلص 50 ميغا تلحقلي 300 ميغا,positive,0
Facebook,Messages positifs / remerciements,تطبيق رائع و بالفعل خاصية تبليغ عن مشكل استعملته من داخل التطبيق كانت جيدة و فعالة أكثر من ذهاب للوكالة.,positive,0
Facebook,Messages positifs / remerciements,نشكر لكم كل المجهودات المبذولة منكم لخدمة زبائنكم و الإرتقاء بالمؤسسة الأخت رانيا تحياتي لك و لكل زملاؤك في هذه الخدمة و خارجها دمتم في أحسن حال,positive,0
Instagram,Messages positifs / remerciements,اتصالات الجزائر أنتم أحسن مزود خدمة فالعالم، نشكركم على الخدمة الجيدة لنا و أسعاركم الجد مغرية.,positive,0
Facebook,Messages positifs / remerciements,بالتوفيق و النجاح إن شاء لله,positive,0
Facebook,Messages positifs / remerciements,بالتوفيق و النجاح إن شاء لله تصالات الجزائر,positive,0
Facebook,Messages positifs / remerciements,شكرا على هذه الانترنت القوية والجميلة عندي adsl تلحق حتى 50 ميغا,positive,0
Facebook,Messages positifs / remerciements,اتصالات الجزائر دائما الأفضل,positive,0
Facebook,Messages positifs / remerciements,الحقيقة ان التبليغ على العطب تكون الاستجابة سريعة و اصلاح العطب في وقت قصير مع المتابعة بالاستفسار اذا تم اصلاح العطب أو لا ، تحية حارة الى كل عمال إتصالات الجزائر,positive,0
Instagram,Messages positifs / remerciements,في البداية نشكر شركة أتصالات الجزائر على حسن الخدمات عندي ضعف في تدفق الانترنت مع العلم تقدمت مرتين بشكوى للوكالة ولم يتم حل المشكلة,negative,1
Facebook,Messages positifs / remerciements,حظ موفق,positive,0
Facebook,Messages positifs / remerciements,اسماء عيد مبارك سعيد و لكل الطاقم لي معاك بلغيلهم سلامي، تحياتي لاتصالات الجزائر,off-topic,0
Facebook,Messages positifs / remerciements,اتصالات الجزائر صراحة خدمتكم رائعة تم نصائح العطب في وقت قياسي,positive,0
Facebook,Messages positifs / remerciements,Salah Guellat حتى انا لاحظتها . خدامين ربي يعاونهم و حتى رقم خدمة الزبائن قائم بالواجب,positive,0
Facebook,Messages positifs / remerciements,عندي تدفق mb 200 fibre اصبح 500 ميڨا ,positive,0
Facebook,Messages positifs / remerciements,♥️Snine dayma inchalah ♥️Snine dayma inchalah 爐爐,off-topic,0
Facebook,Messages positifs / remerciements,مؤخرا فيه تحسن كبير في الخدمة نتمنى تزيدو تبذلوا مجهود,positive,0
Twitter,Messages positifs / remerciements,طموحاتنا فاقت بكثير انجازاتكم,negative,0
Facebook,Messages positifs / remerciements,Algérie Télécom - إتصالات الجزائر شكرا على زيادة التدفق,positive,0
Facebook,Messages positifs / remerciements,شكرا اتصالات الجزائر ,positive,0
Facebook,Messages positifs / remerciements,ديرو مزية انساو ترجعوها وخلوها كيما طلعتوها,suggestion,0
Facebook,Messages positifs / remerciements,في الحقيقة نشكر اتصالات الجزائر وانا اكثر من 5 سنوات نخلص بالطريقة الدفع الإلكتروني والحمد لله ماعندي حتى مشكل ونتمنى لهم النجاح,positive,0
Facebook,Messages positifs / remerciements,حاجة مليحة 100%,positive,0
Facebook,Messages positifs / remerciements,Algérie Télécom - إتصالات الجزائر تم الإصلاح وحلت المشكلة شكرا لكم,positive,0
Facebook,Messages positifs / remerciements,Algérie Télécom - إتصالات الجزائر راني رضيت عليكم梁,positive,0
Facebook,Messages positifs / remerciements,نشكر إتصالات الجزائر على رفع التدفق من 100 الى 500 mbو نتمنى ان يستمر التدفق على نفس الحال مستقبلا و شكرا ,positive,0
Instagram,Messages positifs / remerciements,ليكيب تاع انستغرام في القمة الرد في الوقت مناسب تستاهلوا الف شكر,positive,0
Facebook,Messages positifs / remerciements,نرجو منكم الغاء فاتورة اشتراك الهاتف الثابت فنحن لانستعمله منذ زمن,positive,0
Facebook,Messages positifs / remerciements,Algérie Télécom - إتصالات الجزائرعندي ما تفوتش 50 ميقا ماما عندي 300 ميقا,positive,0
Facebook,Messages positifs / remerciements,Algérie Télécom - إتصالات الجزائر jibolna lfibre,negative,1
Instagram,Messages positifs / remerciements,يا غير وكان توصلوا التراب الوطني كامل بالفيبر ,suggestion,0
Facebook,Messages positifs / remerciements,مشكورين على مبادرة,positive,0
Facebook,Messages positifs / remerciements,مبادرة ممتازة,positive,0
Twitter,Messages positifs / remerciements,شكرا لمجهودتكم على خدمة زبائنكم بأحسن حال و أجود ما يكون،,positive,0
Twitter,Messages positifs / remerciements,للأمانة عندي اشتراك 200 ميغا ، الان السرعة راهي 500 ميغا ... بارك الله فيكم,positive,0
Facebook,Messages positifs / remerciements,يعني الحق يقال ننتقدكم في وقت الانتقاد و نشكركم عند القيام بتطويرات و تحسينات قفزة نوعية من ناحية تحسين الخدمة نتمنى منكم المزيد و الاستمرارية,positive,0
Facebook,Messages positifs / remerciements,اليوم جربت وصلتني 700 殺,positive,0
Facebook,Messages positifs / remerciements,مبادرة ممتازة بورك فيكم,positive,0
Facebook,Messages positifs / remerciements,Algérie Télécom - إتصالات الجزائر كلش مليح ربي يبارك خاص غير تزيدو لينا خاصية التوقف المؤقت للانترنت واسترجاعها عبر فضاء الزبون دون المرور عبر الوكالة التجارية,suggestion,0
Facebook,Messages positifs / remerciements,قمت بتغيير التعليق  شكرا لكم على سرعة الإستجابة راكم في تطور سريع زيدو غير الحقونا fibre ✌️,positive,0
Facebook,Messages positifs / remerciements,الحمدالله يا ربي أول مرة درتو هدة مليحة لحقن 933 ميڨا مي فوقت الذروا فاتت 1 جيڨا صباح على 06:00,positive,0
Facebook,Messages positifs / remerciements,اتصالات الجزائر دائما اقرب وشكرا,positive,0
Twitter,Messages positifs / remerciements,شيء رائع جدا . تطوير مستمر,positive,0
Facebook,Messages positifs / remerciements,ماكومش مهبطين في الاسعار تع الفيبر راهي خياليا مقارنة مع دول المجاورة,negative,0
Instagram,Messages positifs / remerciements,شكرا والله نعمة ربي يدومها. نرجو تخفيض قليل في اشتركات 300ميقا ومافوق,suggestion,0
Facebook,Messages positifs / remerciements,حاجة مليحة و مرة على مرة عاودوها في الأعياد و المناسبات الدينية و الوطنية و زيدوا ادرسوا الأسعار,suggestion,0
Facebook,Messages positifs / remerciements,عودة ميمونة بعد العطل الذي اصاب خاصية 1500.... وبالتوفيق في كل أعمال القطاع المزيد من التألق والنجاح والتطور,positive,0
Facebook,Messages positifs / remerciements,أنا دائما أسدد جميع الفواتير عن طريق الدفع الكتروني منذ سنة 2020 ومرتاح تماما بهذه الخدمة التي توفر على الزبون عناء التنقل لشبابيك الدفع وكذا ربح الوقت. بالإضافة إلى استفادتي من دقائق إضافية لمكالمات الهاتف الثابت ورصيد إضافي انترنت خلال مدة كل عرض. شكرا على هذه الخدمة المتاحة ومزيدا من التألق في المستقبل.ولكن المشكل اني لا استطيع الاطلاع على الوقت المتبقي لي الانترنات,positive,0
Facebook,Messages positifs / remerciements,بالتوفيق مع مزيد من التألق على الصعيد الخارجي,positive,0
Facebook,Messages positifs / remerciements,ربي يوفقكم في عملكم و شكرا على التوجيهات,positive,0
Facebook,Messages positifs / remerciements,Très intéressant... وفقكم الله,positive,0
Facebook,Messages positifs / remerciements,حاجة مليحة في صفحة كي يصرالك مشكل لي يتواصلو معاك يقومو بالواجب,positive,0
Facebook,Messages positifs / remerciements,كل الإحترام والتقدير للشركة الوطنية رمز السيادة الوطنية إتصالات الجزائر على ما تقوم به بخاصة عندنا في الجنوب الكبير,positive,0
Facebook,Messages positifs / remerciements,شكرا على تفانيكم ويصبركم معنا لقد حل المشكل تحية لكل العمال الساهرين على خدمة المواطنين,positive,0
Facebook,Messages positifs / remerciements,Algérie Télécom - إتصالات الجزائر شكرا لكم حلت المشكلة,positive,0
Facebook,Messages positifs / remerciements,الشكر الجزيل لمدير إتصالات الجزائر وهران ، رجل ميدان ، قدمنا عشرات الطلبات قبل ذلك بدون جدوى ، و الآن الحمد لله العمل ليل نهار في حينا لتزويدنا بهاته الخدمة .,positive,0
Facebook,Messages positifs / remerciements,Algérie Télécom - إتصالات الجزائر نحن أوفياء دائما للقطاع,positive,0
Facebook,Messages positifs / remerciements,مع اتصالات الجزائر، كلّ يومٍ هو مفاجأةٌ سارة، وكلّ إنجازٍ هو دليلٌ جديدٌ على قدرتها على تحقيق المستحيل.اتصالات الجزائر دائما اقرب,positive,0
Instagram,Messages positifs / remerciements,هاوليك علاش نحبكم ❤️❤️❤️,positive,0
Facebook,Messages positifs / remerciements,نتمنى لكم التوفيق,positive,0
Twitter,Messages positifs / remerciements,متى رفع التدفقات ؟ يرجى ذكر التاريخ، وشكرا لكم على هذا الخبر الرائع,interrogative,0
Facebook,Messages positifs / remerciements,تطور واضح قفزة نوعية للانترنات مشكورين على جهودكم,positive,0
Facebook,Messages positifs / remerciements,يعطيكم الصحة، زيروهم يكملو يدخلو لفيبر في وسط المدن الكبري,positive,0
Facebook,Messages positifs / remerciements,شكرا على الجهد المبذول,positive,0
Instagram,Messages positifs / remerciements,جودة تدفق ممتازة تضع الجزائر من أوائل الدول في السرعات العالية. شكرا لكم جميعا. بالتوفيق.,positive,0
Instagram,Messages positifs / remerciements,الحمد الله الوضع تحسن بزاف ف اتصالات الجزائر و العروض والو ملاح هاذي حاجة مليحة,positive,0
Instagram,Messages positifs / remerciements,braoooooo,positive,0
Twitter,Messages positifs / remerciements,تقدم ملحوظ في الخدمات مشكورين على المجهودات,positive,0
Facebook,Messages positifs / remerciements,عرض ممتاز نتمنى تعميم فيبرا على جميع أنحاء الوطن وتسعير الوتيرة من فضلكم,suggestion,0
Facebook,Messages positifs / remerciements,الجزائر تحتل المرتبة الاولى إفريقيا لأقل وأرخص سعر ...اتصالات الجزائر دائما اقرب وشكرا ,positive,0
Facebook,Messages positifs / remerciements,مشكووووورييييين,positive,0
Facebook,Messages positifs / remerciements,بالتوفيق والنجاح الدائم اتصالات الجزائر دائما اقرب,positive,0
Facebook,Messages positifs / remerciements,في وسط المدينة لا يوجد الفيبر,negative,0
Facebook,Messages positifs / remerciements,أول مرة في حياتي غادي نشكر إتصالات الجزائر ههه يعطيكم صحة و نتمنو قادم يكون أحسن.,positive,0
Facebook,Messages positifs / remerciements,الصراحة اكثر شركة تطورها ملحوظ في ٱخر 5 سنوات خاصة خدمة العملاء ربي يجازيكم,positive,0
Facebook,Messages positifs / remerciements,الانتقال من 300 ميقا الى 1 جيقا روعة شكرا Algérie Télécom - إتصالات الجزائر,positive,0
Facebook,Messages positifs / remerciements,انا اثمن هذه قرارات هي فاتحة خير علينا جميعا نتمنى دائما نرى منكم افضل واقولهاا بكل صراحة اتمنى ان بعمم فيبر ويصلني ويصل الى جميع ناس ونستفاد منه ونعيش التجربة معاا جميعا وربي يحسن احوالنا ويوفقكم في مهامكم شكرا اتصالات الجزائر تحياتي اقدر مجهوداتكم جميعاا,positive,0
Facebook,Messages positifs / remerciements,تجربة فريدة حقا .. شكرا Algérie Télécom - إتصالات الجزائر,positive,0
Facebook,Messages positifs / remerciements,Yatikom saha,positive,0
Facebook,Messages positifs / remerciements,إتصالات الجزائر الى العالمية ❤️,positive,0
Instagram,Messages positifs / remerciements,إتصالات الجزائر دائما الأفضل والاقرب,positive,0
Instagram,Messages positifs / remerciements,والله اتصالات الجزائر ابدعت في السنوات الاخيرا مزال فقط تعميم الالياف البصرية على جميع انحاء البلد,positive,0
Facebook,Messages positifs / remerciements,والله اتصالات الجزائر ابدعت في السنوات الاخيرا مزال فقط تعميم الالياف البصرية على جميع انحاء البلد ❤,positive,0
Facebook,Messages positifs / remerciements,جامي تخيلت روحي نقولها بصح اتصالات الجزائر »»»»»»»»»»,positive,0
Facebook,Messages positifs / remerciements,تحية لعمال إتصالات الجزائر آفلو على حسن الاستقبال و الخدمة,positive,0
Facebook,Messages positifs / remerciements,"chkon kan yet5eyel nele79o nweki hak, chokran 3ala alistijaba li sawt ashabab, inshallah tel7e9na la fibre fi a9rab wa9t bech nestemt3o bhad l3orod",positive,1
